时间,币价,新增地址数
"2018-06-12 00:00","496.84338379","113639.0000000000",
"2018-06-13 00:00","477.49401855","119632.0000000000",
"2018-06-14 00:00","519.74188232","92915.0000000000",
"2018-06-15 00:00","491.00427246","105209.0000000000",
"2018-06-16 00:00","499.64233398","65257.0000000000",
"2018-06-17 00:00","500.44848633","103643.0000000000",
"2018-06-18 00:00","518.890625","94740.0000000000",
"2018-06-19 00:00","537.95739746","102810.0000000000",
"2018-06-20 00:00","536.26782227","130649.0000000000",
"2018-06-21 00:00","527.36657715","134042.0000000000",
"2018-06-22 00:00","465.81680298","102854.0000000000",
"2018-06-23 00:00","474.51977539","139305.0000000000",
"2018-06-24 00:00","457.67190552","101467.0000000000",
"2018-06-25 00:00","460.30984497","139755.0000000000",
"2018-06-26 00:00","432.77172852","100649.0000000000",
"2018-06-27 00:00","442.36489868","100708.0000000000",
"2018-06-28 00:00","422.36499023","103977.0000000000",
"2018-06-29 00:00","436.00900269","106487.0000000000",
"2018-06-30 00:00","455.17999268","73142.0000000000",
"2018-07-01 00:00","453.91799927","84535.0000000000",
"2018-07-02 00:00","475.34698486","137943.0000000000",
"2018-07-03 00:00","464.19500732","55239.0000000000",
"2018-07-04 00:00","467.31799316","64133.0000000000",
"2018-07-05 00:00","474.4119873","57162.0000000000",
"2018-07-06 00:00","474.01199341","44147.0000000000",
"2018-07-07 00:00","491.66000366","51869.0000000000",
"2018-07-08 00:00","489.11898804","78384.0000000000",
"2018-07-09 00:00","476.68200684","93648.0000000000",
"2018-07-10 00:00","434.42401123","79976.0000000000",
"2018-07-11 00:00","446.51800537","77911.0000000000",
"2018-07-12 00:00","430.07400513","57954.0000000000",
"2018-07-13 00:00","434.02700806","45999.0000000000",
"2018-07-14 00:00","436.08599854","84501.0000000000",
"2018-07-15 00:00","449.8500061","118056.0000000000",
"2018-07-16 00:00","480.6579895","112862.0000000000",
"2018-07-17 00:00","501.00201416","104638.0000000000",
"2018-07-18 00:00","480.51300049","108577.0000000000",
"2018-07-19 00:00","469.61898804","124361.0000000000",
"2018-07-20 00:00","450.69799805","127844.0000000000",
"2018-07-21 00:00","462.43600464","88700.0000000000",
"2018-07-22 00:00","459.65701294","66888.0000000000",
"2018-07-23 00:00","450.85299683","101417.0000000000",
"2018-07-24 00:00","479.37298584","111423.0000000000",
"2018-07-25 00:00","472.49301147","114521.0000000000",
"2018-07-26 00:00","464.0369873","85565.0000000000",
"2018-07-27 00:00","469.66598511","111097.0000000000",
"2018-07-28 00:00","466.89801025","99515.0000000000",
"2018-07-29 00:00","466.66500854","98552.0000000000",
"2018-07-30 00:00","457.08087158","100877.0000000000",
"2018-07-31 00:00","433.86654663","97976.0000000000",
"2018-08-01 00:00","420.74694824","104597.0000000000",
"2018-08-02 00:00","412.62121582","101393.0000000000",
"2018-08-03 00:00","418.26171875","124021.0000000000",
"2018-08-04 00:00","407.25244141","160303.0000000000",
"2018-08-05 00:00","410.51611328","115354.0000000000",
"2018-08-06 00:00","406.65835571","88780.0000000000",
"2018-08-07 00:00","380.21502686","76926.0000000000",
"2018-08-08 00:00","356.61303711","72099.0000000000",
"2018-08-09 00:00","365.58779907","86028.0000000000",
"2018-08-10 00:00","334.17645264","113434.0000000000",
"2018-08-11 00:00","322.11151123","133150.0000000000",
"2018-08-12 00:00","319.56973267","94324.0000000000",
"2018-08-13 00:00","286.49536133","97552.0000000000",
"2018-08-14 00:00","278.93161011","91897.0000000000",
"2018-08-15 00:00","282.36367798","88034.0000000000",
"2018-08-16 00:00","288.04647827","68023.0000000000",
"2018-08-17 00:00","315.72894287","63758.0000000000",
"2018-08-18 00:00","295.81170654","67165.0000000000",
"2018-08-19 00:00","300.83383179","83650.0000000000",
"2018-08-20 00:00","274.31512451","135968.0000000000",
"2018-08-21 00:00","281.94393921","65449.0000000000",
"2018-08-22 00:00","271.34115601","64444.0000000000",
"2018-08-23 00:00","277.10388184","67044.0000000000",
"2018-08-24 00:00","282.9671936","74764.0000000000",
"2018-08-25 00:00","279.64599609","72615.0000000000",
"2018-08-26 00:00","275.19708252","80088.0000000000",
"2018-08-27 00:00","285.603302","76379.0000000000",
"2018-08-28 00:00","296.4994812","72227.0000000000",
"2018-08-29 00:00","289.31240845","66170.0000000000",
"2018-08-30 00:00","284.10546875","63074.0000000000",
"2018-08-31 00:00","283.00408936","71437.0000000000",
"2018-09-01 00:00","295.34133911","87380.0000000000",
"2018-09-02 00:00","294.3706665","69672.0000000000",
"2018-09-03 00:00","289.25946045","63420.0000000000",
"2018-09-04 00:00","285.72320557","70240.0000000000",
"2018-09-05 00:00","232.33119202","60152.0000000000",
"2018-09-06 00:00","230.21485901","61695.0000000000",
"2018-09-07 00:00","217.20251465","46857.0000000000",
"2018-09-08 00:00","197.95074463","68125.0000000000",
"2018-09-09 00:00","196.9243927","72409.0000000000",
"2018-09-10 00:00","197.07907104","60262.0000000000",
"2018-09-11 00:00","185.06646729","58804.0000000000",
"2018-09-12 00:00","183.33126831","61961.0000000000",
"2018-09-13 00:00","211.3540802","69692.0000000000",
"2018-09-14 00:00","211.74893188","80633.0000000000",
"2018-09-15 00:00","223.0743866","73765.0000000000",
"2018-09-16 00:00","220.58880615","89086.0000000000",
"2018-09-17 00:00","197.87472534","80862.0000000000",
"2018-09-18 00:00","209.97457886","65030.0000000000",
"2018-09-19 00:00","209.96894836","75886.0000000000",
"2018-09-20 00:00","224.59100342","66128.0000000000",
"2018-09-21 00:00","246.58425903","54312.0000000000",
"2018-09-22 00:00","240.48042297","51299.0000000000",
"2018-09-23 00:00","244.32952881","48742.0000000000",
"2018-09-24 00:00","228.72991943","55864.0000000000",
"2018-09-25 00:00","218.50453186","49954.0000000000",
"2018-09-26 00:00","215.84741211","64656.0000000000",
"2018-09-27 00:00","228.49415588","67812.0000000000",
"2018-09-28 00:00","222.40211487","62516.0000000000",
"2018-09-29 00:00","231.63473511","66757.0000000000",
"2018-09-30 00:00","232.84849548","77186.0000000000",
"2018-10-01 00:00","230.76777649","70479.0000000000",
"2018-10-02 00:00","227.18087769","85688.0000000000",
"2018-10-03 00:00","220.48942566","83756.0000000000",
"2018-10-04 00:00","222.21839905","77165.0000000000",
"2018-10-05 00:00","227.60064697","96435.0000000000",
"2018-10-06 00:00","225.11988831","82009.0000000000",
"2018-10-07 00:00","226.11851501","94563.0000000000",
"2018-10-08 00:00","229.25517273","85978.0000000000",
"2018-10-09 00:00","227.98153687","70415.0000000000",
"2018-10-10 00:00","225.76925659","69575.0000000000",
"2018-10-11 00:00","189.49923706","93691.0000000000",
"2018-10-12 00:00","196.7272644","95962.0000000000",
"2018-10-13 00:00","199.84094238","88906.0000000000",
"2018-10-14 00:00","195.7146759","92880.0000000000",
"2018-10-15 00:00","209.70370483","81644.0000000000",
"2018-10-16 00:00","210.11975098","82170.0000000000",
"2018-10-17 00:00","207.0834198","106420.0000000000",
"2018-10-18 00:00","203.35157776","73831.0000000000",
"2018-10-19 00:00","203.72718811","120090.0000000000",
"2018-10-20 00:00","205.42958069","102067.0000000000",
"2018-10-21 00:00","205.14186096","101925.0000000000",
"2018-10-22 00:00","204.04417419","113621.0000000000",
"2018-10-23 00:00","204.33587646","84318.0000000000",
"2018-10-24 00:00","203.85238647","107891.0000000000",
"2018-10-25 00:00","202.71853638","91858.0000000000",
"2018-10-26 00:00","203.32925415","106041.0000000000",
"2018-10-27 00:00","204.21002197","130401.0000000000",
"2018-10-28 00:00","205.36631775","95828.0000000000",
"2018-10-29 00:00","197.24705505","114266.0000000000",
"2018-10-30 00:00","197.55596924","119916.0000000000",
"2018-10-31 00:00","197.38092041","99982.0000000000",
"2018-11-01 00:00","198.87228394","79866.0000000000",
"2018-11-02 00:00","200.63468933","82331.0000000000",
"2018-11-03 00:00","200.18605042","84384.0000000000",
"2018-11-04 00:00","207.48579407","73695.0000000000",
"2018-11-05 00:00","209.09129333","119909.0000000000",
"2018-11-06 00:00","218.45233154","95693.0000000000",
"2018-11-07 00:00","217.18313599","110832.0000000000",
"2018-11-08 00:00","212.23146057","100706.0000000000",
"2018-11-09 00:00","210.07443237","121682.0000000000",
"2018-11-10 00:00","212.53291321","116530.0000000000",
"2018-11-11 00:00","211.34011841","96001.0000000000",
"2018-11-12 00:00","210.4178772","102410.0000000000",
"2018-11-13 00:00","206.82575989","118817.0000000000",
"2018-11-14 00:00","181.39659119","133102.0000000000",
"2018-11-15 00:00","180.80636597","124797.0000000000",
"2018-11-16 00:00","175.17703247","151773.0000000000",
"2018-11-17 00:00","174.00112915","117228.0000000000",
"2018-11-18 00:00","177.06741333","101612.0000000000",
"2018-11-19 00:00","149.17459106","101326.0000000000",
"2018-11-20 00:00","130.33856201","109059.0000000000",
"2018-11-21 00:00","136.70149231","114677.0000000000",
"2018-11-22 00:00","126.70603943","114012.0000000000",
"2018-11-23 00:00","123.29551697","114503.0000000000",
"2018-11-24 00:00","113.49375153","112947.0000000000",
"2018-11-25 00:00","116.45040894","113845.0000000000",
"2018-11-26 00:00","108.33450317","127411.0000000000",
"2018-11-27 00:00","110.00997162","109690.0000000000",
"2018-11-28 00:00","122.43751526","90486.0000000000",
"2018-11-29 00:00","117.5426452","85144.0000000000",
"2018-11-30 00:00","113.1714211","121622.0000000000",
"2018-12-01 00:00","118.63555864","112843.0000000000",
"2018-12-02 00:00","116.38889933","103220.0000000000",
"2018-12-03 00:00","108.92501783","84052.0000000000",
"2018-12-04 00:00","110.21418959","91899.0000000000",
"2018-12-05 00:00","102.47555556","116882.0000000000",
"2018-12-06 00:00","91.76105616","116769.0000000000",
"2018-12-07 00:00","93.29456401","115467.0000000000",
"2018-12-08 00:00","92.15963969","98323.0000000000",
"2018-12-09 00:00","95.14205948","94152.0000000000",
"2018-12-10 00:00","91.68565676","122470.0000000000",
"2018-12-11 00:00","88.94530321","145300.0000000000",
"2018-12-12 00:00","90.59330191","132903.0000000000",
"2018-12-13 00:00","86.53931489","118151.0000000000",
"2018-12-14 00:00","84.30829593","176997.0000000000",
"2018-12-15 00:00","84.44080953","152566.0000000000",
"2018-12-16 00:00","85.26209693","106710.0000000000",
"2018-12-17 00:00","95.13382712","109330.0000000000",
"2018-12-18 00:00","101.1124558","129089.0000000000",
"2018-12-19 00:00","101.26857523","142177.0000000000",
"2018-12-20 00:00","116.21687011","128280.0000000000",
"2018-12-21 00:00","109.49623355","171531.0000000000",
"2018-12-22 00:00","116.75949916","182212.0000000000",
"2018-12-23 00:00","130.7652598","149850.0000000000",
"2018-12-24 00:00","140.23800256","76741.0000000000",
"2018-12-25 00:00","129.84435176","106992.0000000000",
"2018-12-26 00:00","131.86562737","107457.0000000000",
"2018-12-27 00:00","116.57591051","116106.0000000000",
"2018-12-28 00:00","137.64701331","120246.0000000000",
"2018-12-29 00:00","138.01833478","83873.0000000000",
"2018-12-30 00:00","139.85945289","105471.0000000000",
"2018-12-31 00:00","133.36826344","55578.0000000000",
"2019-01-01 00:00","140.81941316","80209.0000000000",
"2019-01-02 00:00","155.04767721","82738.0000000000",
"2019-01-03 00:00","149.13500338","90196.0000000000",
"2019-01-04 00:00","154.58194227","80647.0000000000",
"2019-01-05 00:00","155.63858948","87737.0000000000",
"2019-01-06 00:00","157.74619931","95545.0000000000",
"2019-01-07 00:00","151.69921345","79718.0000000000",
"2019-01-08 00:00","150.35963344","77292.0000000000",
"2019-01-09 00:00","150.80311047","92951.0000000000",
"2019-01-10 00:00","128.62518594","102635.0000000000",
"2019-01-11 00:00","127.54832487","101861.0000000000",
"2019-01-12 00:00","125.9665328","89721.0000000000",
"2019-01-13 00:00","116.89780148","70398.0000000000",
"2019-01-14 00:00","129.0687326","67930.0000000000",
"2019-01-15 00:00","122.03271232","76176.0000000000",
"2019-01-16 00:00","123.54706154","80071.0000000000",
"2019-01-17 00:00","123.74192167","87982.0000000000",
"2019-01-18 00:00","121.0102652","78470.0000000000",
"2019-01-19 00:00","124.51902121","72480.0000000000",
"2019-01-20 00:00","119.47482896","66930.0000000000",
"2019-01-21 00:00","117.15785223","60926.0000000000",
"2019-01-22 00:00","118.74755091","70073.0000000000",
"2019-01-23 00:00","117.45260925","80523.0000000000",
"2019-01-24 00:00","117.36288641","73383.0000000000",
"2019-01-25 00:00","116.37834358","114565.0000000000",
"2019-01-26 00:00","116.48873846","75600.0000000000",
"2019-01-27 00:00","113.4052919","80218.0000000000",
"2019-01-28 00:00","106.58997682","88278.0000000000",
"2019-01-29 00:00","105.59821378","83514.0000000000",
"2019-01-30 00:00","108.90753982","64090.0000000000",
"2019-01-31 00:00","107.06101306","66186.0000000000",
"2019-02-01 00:00","107.60978689","77735.0000000000",
"2019-02-02 00:00","110.4302619","72940.0000000000",
"2019-02-03 00:00","107.49267146","71683.0000000000",
"2019-02-04 00:00","107.82160343","54792.0000000000",
"2019-02-05 00:00","107.44352017","56836.0000000000",
"2019-02-06 00:00","104.91928987","75834.0000000000",
"2019-02-07 00:00","104.53529857","59305.0000000000",
"2019-02-08 00:00","119.26774886","50876.0000000000",
"2019-02-09 00:00","119.43088331","47301.0000000000",
"2019-02-10 00:00","124.80648495","48337.0000000000",
"2019-02-11 00:00","121.29839599","55912.0000000000",
"2019-02-12 00:00","122.57229106","65147.0000000000",
"2019-02-13 00:00","122.55360255","47763.0000000000",
"2019-02-14 00:00","121.39020373","55270.0000000000",
"2019-02-15 00:00","122.10038737","36338.0000000000",
"2019-02-16 00:00","123.26021305","38678.0000000000",
"2019-02-17 00:00","133.59888295","50714.0000000000",
"2019-02-18 00:00","146.09837101","52659.0000000000",
"2019-02-19 00:00","145.34618357","65859.0000000000",
"2019-02-20 00:00","149.55434396","67311.0000000000",
"2019-02-21 00:00","146.13084429","74111.0000000000",
"2019-02-22 00:00","149.09245426","64754.0000000000",
"2019-02-23 00:00","158.79542978","58560.0000000000",
"2019-02-24 00:00","135.85265356","72746.0000000000",
"2019-02-25 00:00","139.8228555","76561.0000000000",
"2019-02-26 00:00","138.08968196","69761.0000000000",
"2019-02-27 00:00","136.12595451","58249.0000000000",
"2019-02-28 00:00","136.74625201","75041.0000000000",
"2019-03-01 00:00","136.44362278","101447.0000000000",
"2019-03-02 00:00","134.2069553","121822.0000000000",
"2019-03-03 00:00","132.24941712","105100.0000000000",
"2019-03-04 00:00","127.77412126","104885.0000000000",
"2019-03-05 00:00","137.8223848","91586.0000000000",
"2019-03-06 00:00","138.78935408","91294.0000000000",
"2019-03-07 00:00","138.03450239","84855.0000000000",
"2019-03-08 00:00","135.127075","88986.0000000000",
"2019-03-09 00:00","137.96533555","87728.0000000000",
"2019-03-10 00:00","136.75868314","107698.0000000000",
"2019-03-11 00:00","133.83403156","63316.0000000000",
"2019-03-12 00:00","134.44288873","69714.0000000000",
"2019-03-13 00:00","133.26307623","85075.0000000000",
"2019-03-14 00:00","133.71159976","126649.0000000000",
"2019-03-15 00:00","137.69178379","105571.0000000000",
"2019-03-16 00:00","142.3981758","118138.0000000000",
"2019-03-17 00:00","140.0005495","76118.0000000000",
"2019-03-18 00:00","139.37460061","82719.0000000000",
"2019-03-19 00:00","140.51919919","77696.0000000000",
"2019-03-20 00:00","140.68636173","65083.0000000000",
"2019-03-21 00:00","136.6360607","74907.0000000000",
"2019-03-22 00:00","137.18143503","70287.0000000000",
"2019-03-23 00:00","138.23987455","101812.0000000000",
"2019-03-24 00:00","136.98692523","94816.0000000000",
"2019-03-25 00:00","135.03102752","91655.0000000000",
"2019-03-26 00:00","135.46035286","90642.0000000000",
"2019-03-27 00:00","140.98815754","94425.0000000000",
"2019-03-28 00:00","139.41647756","96759.0000000000",
"2019-03-29 00:00","142.49741712","134920.0000000000",
"2019-03-30 00:00","142.09268062","152057.0000000000",
"2019-03-31 00:00","141.51409411","78574.0000000000",
"2019-04-01 00:00","141.83032435","88338.0000000000",
"2019-04-02 00:00","163.96174182","87404.0000000000",
"2019-04-03 00:00","161.45880133","78188.0000000000",
"2019-04-04 00:00","158.05253782","90226.0000000000",
"2019-04-05 00:00","165.51484595","107020.0000000000",
"2019-04-06 00:00","165.94720802","103057.0000000000",
"2019-04-07 00:00","174.53164738","101007.0000000000",
"2019-04-08 00:00","180.25881539","105086.0000000000",
"2019-04-09 00:00","176.11457453","107537.0000000000",
"2019-04-10 00:00","163.7963","99126.0000000000",
"2019-04-11 00:00","164.0234","90077.0000000000",
"2019-04-12 00:00","163.8764","94559.0000000000",
"2019-04-13 00:00","163.9254","90537.0000000000",
"2019-04-14 00:00","166.0319","107796.0000000000",
"2019-04-15 00:00","162.552617","92214.0000000000",
"2019-04-16 00:00","166.152101","117943.0000000000",
"2019-04-17 00:00","171.92948","126700.0000000000",
"2019-04-18 00:00","172.988423","102270.0000000000",
"2019-04-19 00:00","172.469599","76615.0000000000",
"2019-04-20 00:00","167.648011","87199.0000000000",
"2019-04-21 00:00","171.583045","142154.0000000000",
"2019-04-22 00:00","174.031111","117179.0000000000",
"2019-04-23 00:00","164.406387","115084.0000000000",
"2019-04-24 00:00","164.233606","80514.0000000000",
"2019-04-25 00:00","156.198933","83973.0000000000",
"2019-04-26 00:00","158.124809","95132.0000000000",
"2019-04-27 00:00","158.840244","95755.0000000000",
"2019-04-28 00:00","154.652093","95526.0000000000",
"2019-04-29 00:00","158.703391","85120.0000000000",
"2019-04-30 00:00","160.97375","70588.0000000000",
"2019-05-01 00:00","161.924961","65841.0000000000",
"2019-05-02 00:00","168.216036","69084.0000000000",
"2019-05-03 00:00","162.949426","71550.0000000000",
"2019-05-04 00:00","163.673028","88129.0000000000",
"2019-05-05 00:00","168.121627","71025.0000000000",
"2019-05-06 00:00","173.051936","68350.0000000000",
"2019-05-07 00:00","170.727188","73949.0000000000",
"2019-05-08 00:00","169.416419","111175.0000000000",
"2019-05-09 00:00","173.289118","177364.0000000000",
"2019-05-10 00:00","192.217108","110026.0000000000",
"2019-05-11 00:00","184.79146","94104.0000000000",
"2019-05-12 00:00","200.311452","145487.0000000000",
"2019-05-13 00:00","207.943886","109344.0000000000",
"2019-05-14 00:00","233.560616","144655.0000000000",
"2019-05-15 00:00","266.003097","121916.0000000000",
"2019-05-16 00:00","234.578683","90715.0000000000",
"2019-05-17 00:00","240.696393","164950.0000000000",
"2019-05-18 00:00","255.534309","145314.0000000000",
"2019-05-19 00:00","248.877597","131149.0000000000",
"2019-05-20 00:00","253.618294","135268.0000000000",
"2019-05-21 00:00","257.330263","125587.0000000000",
"2019-05-22 00:00","245.373695","115124.0000000000",
"2019-05-23 00:00","255.104464","108571.0000000000",
"2019-05-24 00:00","253.7139","101911.0000000000",
"2019-05-25 00:00","251.702904","86025.0000000000",
"2019-05-26 00:00","274.213762","125939.0000000000",
"2019-05-27 00:00","272.738641","120271.0000000000",
"2019-05-28 00:00","277.295377","134918.0000000000",
"2019-05-29 00:00","289.071218","106009.0000000000",
"2019-05-30 00:00","263.649644","142752.0000000000",
"2019-05-31 00:00","270.179282","151985.0000000000",
"2019-06-01 00:00","275.127973","93419.0000000000",
"2019-06-02 00:00","259.21266","106883.0000000000",
"2019-06-03 00:00","250.175657","90314.0000000000",
"2019-06-04 00:00","240.42393","87120.0000000000",
"2019-06-05 00:00","243.335334","115969.0000000000",
"2019-06-06 00:00","248.072496","88713.0000000000",
"2019-06-07 00:00","246.146546","71152.0000000000",
"2019-06-08 00:00","235.618669","77595.0000000000",
"2019-06-09 00:00","241.575639","71038.0000000000",
"2019-06-10 00:00","239.868119","78109.0000000000",
"2019-06-11 00:00","252.829961","88403.0000000000",
"2019-06-12 00:00","259.623254","97927.0000000000",
"2019-06-13 00:00","256.900989","159342.0000000000",
"2019-06-14 00:00","263.179704","135248.0000000000",
"2019-06-15 00:00","270.36733","79159.0000000000",
"2019-06-16 00:00","270.324708","68947.0000000000",
"2019-06-17 00:00","265.08936","124650.0000000000",
"2019-06-18 00:00","265.879803","93308.0000000000",
"2019-06-19 00:00","267.151843","90202.0000000000",
"2019-06-20 00:00","284.211442","107063.0000000000",
"2019-06-21 00:00","305.327227","99351.0000000000",
"2019-06-22 00:00","309.989095","83278.0000000000",
"2019-06-23 00:00","306.85597","119136.0000000000",
"2019-06-24 00:00","310.321524","110738.0000000000",
"2019-06-25 00:00","343.541425","119574.0000000000",
"2019-06-26 00:00","309.884689","113038.0000000000",
"2019-06-27 00:00","307.374208","107799.0000000000",
"2019-06-28 00:00","305.685128","86479.0000000000",
"2019-06-29 00:00","297.731954","89257.0000000000",
"2019-06-30 00:00","284.25052","86232.0000000000",
"2019-07-01 00:00","284.91476","108448.0000000000",
"2019-07-02 00:00","293.765331","155883.0000000000",
"2019-07-03 00:00","293.61379","106282.0000000000",
"2019-07-04 00:00","289.189791","82209.0000000000",
"2019-07-05 00:00","293.440077","89033.0000000000",
"2019-07-06 00:00","291.797265","101157.0000000000",
"2019-07-07 00:00","305.465894","82218.0000000000",
"2019-07-08 00:00","308.270219","94004.0000000000",
"2019-07-09 00:00","287.863041","82779.0000000000",
"2019-07-10 00:00","271.371568","76588.0000000000",
"2019-07-11 00:00","269.472789","73695.0000000000",
"2019-07-12 00:00","272.196206","62520.0000000000",
"2019-07-13 00:00","239.807859","62753.0000000000",
"2019-07-14 00:00","229.949112","86596.0000000000",
"2019-07-15 00:00","222.146136","60118.0000000000",
"2019-07-16 00:00","215.158092","82078.0000000000",
"2019-07-17 00:00","223.837185","83461.0000000000",
"2019-07-18 00:00","219.970908","72811.0000000000",
"2019-07-19 00:00","228.522555","84435.0000000000",
"2019-07-20 00:00","224.334508","99689.0000000000",
"2019-07-21 00:00","218.338713","132511.0000000000",
"2019-07-22 00:00","213.174683","121183.0000000000",
"2019-07-23 00:00","217.05058","84943.0000000000",
"2019-07-24 00:00","224.411863","88107.0000000000",
"2019-07-25 00:00","220.416665","104362.0000000000",
"2019-07-26 00:00","210.284966","85462.0000000000",
"2019-07-27 00:00","214.261265","128926.0000000000",
"2019-07-28 00:00","211.275162","90756.0000000000",
"2019-07-29 00:00","213.80857","82173.0000000000",
"2019-07-30 00:00","215.989517","91973.0000000000",
"2019-07-31 00:00","213.988181","75015.0000000000",
"2019-08-01 00:00","220.563601","78803.0000000000",
"2019-08-02 00:00","222.494399","75183.0000000000",
"2019-08-03 00:00","220.441708","92646.0000000000",
"2019-08-04 00:00","230.320076","94584.0000000000",
"2019-08-05 00:00","229.200377","100178.0000000000",
"2019-08-06 00:00","223.880357","118675.0000000000",
"2019-08-07 00:00","223.768844","132703.0000000000",
"2019-08-08 00:00","211.6105","80919.0000000000",
"2019-08-09 00:00","205.276508","76771.0000000000",
"2019-08-10 00:00","211.33601","68380.0000000000",
"2019-08-11 00:00","211.778739","103141.0000000000",
"2019-08-12 00:00","206.359584","89310.0000000000",
"2019-08-13 00:00","206.042685","82851.0000000000",
"2019-08-14 00:00","184.654374","76374.0000000000",
"2019-08-15 00:00","183.936404","98288.0000000000",
"2019-08-16 00:00","185.277837","84095.0000000000",
"2019-08-17 00:00","195.182812","78493.0000000000",
"2019-08-18 00:00","200.744772","48370.0000000000",
"2019-08-19 00:00","197.340342","106439.0000000000",
"2019-08-20 00:00","184.866479","106051.0000000000",
"2019-08-21 00:00","191.444291","86178.0000000000",
"2019-08-22 00:00","191.931476","79779.0000000000",
"2019-08-23 00:00","188.037839","70449.0000000000",
"2019-08-24 00:00","189.136394","79937.0000000000",
"2019-08-25 00:00","190.458195","65695.0000000000",
"2019-08-26 00:00","188.067131","74786.0000000000",
"2019-08-27 00:00","188.232301","73538.0000000000",
"2019-08-28 00:00","168.909171","69301.0000000000",
"2019-08-29 00:00","170.11828","87673.0000000000",
"2019-08-30 00:00","169.93247","74389.0000000000",
"2019-08-31 00:00","170.507929","63525.0000000000",
"2019-09-01 00:00","173.713949","65851.0000000000",
"2019-09-02 00:00","181.84137","76533.0000000000",
"2019-09-03 00:00","177.35518","75785.0000000000",
"2019-09-04 00:00","171.147639","75386.0000000000",
"2019-09-05 00:00","175.819302","66725.0000000000",
"2019-09-06 00:00","173.649796","57040.0000000000",
"2019-09-07 00:00","180.274539","58343.0000000000",
"2019-09-08 00:00","181.373282","63330.0000000000",
"2019-09-09 00:00","179.528371","61154.0000000000",
"2019-09-10 00:00","176.460445","65798.0000000000",
"2019-09-11 00:00","179.712929","69740.0000000000",
"2019-09-12 00:00","178.422907","59109.0000000000",
"2019-09-13 00:00","184.276859","55927.0000000000",
"2019-09-14 00:00","188.059801","58367.0000000000",
"2019-09-15 00:00","189.701044","64699.0000000000",
"2019-09-16 00:00","200.884022","66115.0000000000",
"2019-09-17 00:00","212.647729","65567.0000000000",
"2019-09-18 00:00","208.669438","62850.0000000000",
"2019-09-19 00:00","215.931828","69732.0000000000",
"2019-09-20 00:00","216.865112","59676.0000000000",
"2019-09-21 00:00","210.381708","61414.0000000000",
"2019-09-22 00:00","209.202655","66104.0000000000",
"2019-09-23 00:00","191.881675","62799.0000000000",
"2019-09-24 00:00","168.706908","60066.0000000000",
"2019-09-25 00:00","166.019013","56550.0000000000",
"2019-09-26 00:00","163.707113","66503.0000000000",
"2019-09-27 00:00","170.661308","49774.0000000000",
"2019-09-28 00:00","166.311168","54503.0000000000",
"2019-09-29 00:00","177.572785","65038.0000000000",
"2019-09-30 00:00","177.014201","63916.0000000000",
"2019-10-01 00:00","175.825473","56597.0000000000",
"2019-10-02 00:00","172.861192","28140.0000000000",
"2019-10-03 00:00","174.784992","84431.0000000000",
"2019-10-04 00:00","173.58023","71794.0000000000",
"2019-10-05 00:00","173.866931","150020.0000000000",
"2019-10-06 00:00","176.66559","83610.0000000000",
"2019-10-07 00:00","179.301915","78962.0000000000",
"2019-10-08 00:00","190.216889","84920.0000000000",
"2019-10-09 00:00","191.378949","80927.0000000000",
"2019-10-10 00:00","184.276292","88925.0000000000",
"2019-10-11 00:00","183.286754","65889.0000000000",
"2019-10-12 00:00","183.750214","56655.0000000000",
"2019-10-13 00:00","182.603623","70850.0000000000",
"2019-10-14 00:00","182.337859","91024.0000000000",
"2019-10-15 00:00","174.127706","82192.0000000000",
"2019-10-16 00:00","176.939923","85651.0000000000",
"2019-10-17 00:00","172.73723","91869.0000000000",
"2019-10-18 00:00","173.971248","70602.0000000000",
"2019-10-19 00:00","172.970608","67778.0000000000",
"2019-10-20 00:00","174.264196","76334.0000000000",
"2019-10-21 00:00","172.4436556009","77432.0000000000",
"2019-10-22 00:00","158.999916212","95209.0000000000",
"2019-10-23 00:00","161.7171852843","89304.0000000000",
"2019-10-24 00:00","167.8643838103","93996.0000000000",
"2019-10-25 00:00","180.9500522459","88188.0000000000",
"2019-10-26 00:00","183.0138996809","80417.0000000000",
"2019-10-27 00:00","182.5761217521","76496.0000000000",
"2019-10-28 00:00","185.2422220183","69635.0000000000",
"2019-10-29 00:00","181.3801673333","81239.0000000000",
"2019-10-30 00:00","182.1958649131","80376.0000000000",
"2019-10-31 00:00","181.0742779497","80801.0000000000",
"2019-11-01 00:00","183.8945035375","72113.0000000000",
"2019-11-02 00:00","182.1535706169","65865.0000000000",
"2019-11-03 00:00","186.4680888613","75523.0000000000",
"2019-11-04 00:00","190.0538785424","97276.0000000000",
"2019-11-05 00:00","190.2790825664","47567.0000000000",
"2019-11-06 00:00","186.3852833612","73757.0000000000",
"2019-11-07 00:00","183.2688744007","70075.0000000000",
"2019-11-08 00:00","184.3762173227","64148.0000000000",
"2019-11-09 00:00","186.6143406194","54574.0000000000",
"2019-11-10 00:00","186.6826734662","90023.0000000000",
"2019-11-11 00:00","183.6402050735","73345.0000000000",
"2019-11-12 00:00","185.8039512804","80018.0000000000",
"2019-11-13 00:00","183.9327515642","89377.0000000000",
"2019-11-14 00:00","180.2645814431","78362.0000000000",
"2019-11-15 00:00","182.2651052619","57055.0000000000",
"2019-11-16 00:00","184.5372093387","102496.0000000000",
"2019-11-17 00:00","181.0901315929","118248.0000000000",
