时间,币价,平均Gas价格
"2017-01-05 00:00","10.25437069","16232770973.9511000000",
"2017-01-06 00:00","10.25465107","15652032031.2243000000",
"2017-01-07 00:00","9.8671875","15059909749.2995000000",
"2017-01-08 00:00","10.2897892","15737506514.4954000000",
"2017-01-09 00:00","10.32563591","15501822054.5620000000",
"2017-01-10 00:00","10.54957294","15158581103.5758000000",
"2017-01-11 00:00","9.71775723","15875941086.6800000000",
"2017-01-12 00:00","9.86132526","14607725968.3593000000",
"2017-01-13 00:00","9.76949883","14508016072.4684000000",
"2017-01-14 00:00","9.6466608","14637627258.2350000000",
"2017-01-15 00:00","9.90425682","15626574128.7322000000",
"2017-01-16 00:00","9.63650227","15918357093.8027000000",
"2017-01-17 00:00","10.30234909","15746476240.6373000000",
"2017-01-18 00:00","10.22776699","14936008229.4912000000",
"2017-01-19 00:00","10.39718246","15255616426.7045000000",
"2017-01-20 00:00","10.60062504","15464267840.8323000000",
"2017-01-21 00:00","10.90918159","15226805666.9650000000",
"2017-01-22 00:00","10.70322132","15307216460.0213000000",
"2017-01-23 00:00","10.82081127","15086197299.4709000000",
"2017-01-24 00:00","10.63247776","15306001475.6368000000",
"2017-01-25 00:00","10.57054901","15550973848.8661000000",
"2017-01-26 00:00","10.58913231","14906501623.6182000000",
"2017-01-27 00:00","10.53732777","14316016965.5575000000",
"2017-01-28 00:00","10.5649662","14196493151.4327000000",
"2017-01-29 00:00","10.48404408","13896459141.4401000000",
"2017-01-30 00:00","10.57116795","15352542875.8616000000",
"2017-01-31 00:00","10.72754002","14995032649.0666000000",
"2017-02-01 00:00","10.73209953","14965694731.4305000000",
"2017-02-02 00:00","10.82135391","14917702027.4908000000",
"2017-02-03 00:00","11.11449337","15620148486.8342000000",
"2017-02-04 00:00","11.43353271","14584715140.1348000000",
"2017-02-05 00:00","11.3530283","15137568431.3851000000",
"2017-02-06 00:00","11.38935947","15466079797.9193000000",
"2017-02-07 00:00","11.51529217","16627006936.9631000000",
"2017-02-08 00:00","11.43119621","16471532493.6646000000",
"2017-02-09 00:00","11.03224182","16241657366.3914000000",
"2017-02-10 00:00","11.2789278","14930885134.8907000000",
"2017-02-11 00:00","11.34952068","15376606805.6757000000",
"2017-02-12 00:00","11.39915657","16368370866.0137000000",
"2017-02-13 00:00","11.26952076","16843357786.7524000000",
"2017-02-14 00:00","13.02523708","16521870667.8294000000",
"2017-02-15 00:00","12.91972351","15833188917.4851000000",
"2017-02-16 00:00","12.90366554","15370378304.4100000000",
"2017-02-17 00:00","12.6764822","15659619711.8895000000",
"2017-02-18 00:00","12.81015205","14739781156.1844000000",
"2017-02-19 00:00","12.75846291","14842200329.3613000000",
"2017-02-20 00:00","12.43014431","15402168096.6552000000",
"2017-02-21 00:00","12.66839504","15341541780.7222000000",
"2017-02-22 00:00","12.59969425","15301113211.1495000000",
"2017-02-23 00:00","13.1193552","15627529472.2612000000",
"2017-02-24 00:00","13.06915283","15451929862.1565000000",
"2017-02-25 00:00","13.54866791","15563615051.1202000000",
"2017-02-26 00:00","14.5199604","16484560492.5753000000",
"2017-02-27 00:00","15.39652157","16700540666.0424000000",
"2017-02-28 00:00","15.81719875","16488394837.2962000000",
"2017-03-01 00:00","17.34967995","18194049660.8659000000",
"2017-03-02 00:00","19.03023911","18556858938.4998000000",
"2017-03-03 00:00","19.45896912","17171965122.6301000000",
"2017-03-04 00:00","18.61887932","16403275857.6088000000",
"2017-03-05 00:00","19.30225182","16464511578.2501000000",
"2017-03-06 00:00","19.60566902","16915733032.6596000000",
"2017-03-07 00:00","18.88864517","16348894901.1115000000",
"2017-03-08 00:00","16.6512928","16900030269.0687000000",
"2017-03-09 00:00","17.75471878","50894619984.6056000000",
"2017-03-10 00:00","19.33226776","17936054659.7989000000",
"2017-03-11 00:00","21.47252274","17518469215.2647000000",
"2017-03-12 00:00","23.43771935","18850525384.3639000000",
"2017-03-13 00:00","28.59292221","18349447757.1042000000",
"2017-03-14 00:00","28.65459824","18547513061.3949000000",
"2017-03-15 00:00","35.05591965","19555500195.4768000000",
"2017-03-16 00:00","46.34581375","52788468796.1646000000",
"2017-03-17 00:00","46.82799149","18140571423.0008000000",
"2017-03-18 00:00","34.16022873","18214979553.6513000000",
"2017-03-19 00:00","44.74007416","17678078462.6827000000",
"2017-03-20 00:00","43.39022446","17568593931.9904000000",
"2017-03-21 00:00","43.14509201","18933364068.1843000000",
"2017-03-22 00:00","42.34205627","20149007317.4596000000",
"2017-03-23 00:00","43.67842865","18357928772.4702000000",
"2017-03-24 00:00","53.10752487","18526374176.8714000000",
"2017-03-25 00:00","51.25004578","17867799949.7385000000",
"2017-03-26 00:00","50.52159882","17470508980.4720000000",
"2017-03-27 00:00","49.66692734","17599919030.8720000000",
"2017-03-28 00:00","50.77490234","18099181377.8417000000",
"2017-03-29 00:00","53.12607574","17995837714.8481000000",
"2017-03-30 00:00","52.20576096","18821218144.9049000000",
"2017-03-31 00:00","50.03727722","17201273637.7540000000",
"2017-04-01 00:00","50.69946289","17599443843.4316000000",
"2017-04-02 00:00","48.74874878","17785894945.7391000000",
"2017-04-03 00:00","44.35643387","18323735579.5384000000",
"2017-04-04 00:00","44.641922","17454226053.7912000000",
"2017-04-05 00:00","45.30395126","19073936520.9406000000",
"2017-04-06 00:00","43.24213791","17772476618.3865000000",
"2017-04-07 00:00","42.16263199","17030358992.8903000000",
"2017-04-08 00:00","44.30706787","17344707560.4563000000",
"2017-04-09 00:00","43.26697159","18141142428.8479000000",
"2017-04-10 00:00","43.43519592","17235908476.5428000000",
"2017-04-11 00:00","43.40720367","17930540061.1658000000",
"2017-04-12 00:00","46.28725052","18412689803.5950000000",
"2017-04-13 00:00","50.21942139","18047631193.4849000000",
"2017-04-14 00:00","47.57413483","17687407659.8764000000",
"2017-04-15 00:00","49.10149002","17360146541.8510000000",
"2017-04-16 00:00","48.71854782","19436675807.2264000000",
"2017-04-17 00:00","48.30456924","19839990044.7391000000",
"2017-04-18 00:00","50.70747375","18195794884.3001000000",
"2017-04-19 00:00","48.30527878","18172409833.0956000000",
"2017-04-20 00:00","49.6721611","18028145171.0754000000",
"2017-04-21 00:00","48.22444916","17369938686.4018000000",
"2017-04-22 00:00","48.55300522","16852630506.7046000000",
"2017-04-23 00:00","48.48928833","18504440926.5777000000",
"2017-04-24 00:00","50.03145981","17978314872.9166000000",
"2017-04-25 00:00","49.89123154","18186672000.7433000000",
"2017-04-26 00:00","52.72032928","19429220893.6657000000",
"2017-04-27 00:00","62.16772842","18589999318.7804000000",
"2017-04-28 00:00","70.15920258","27127653943.0825000000",
"2017-04-29 00:00","68.37693024","18856692819.2350000000",
"2017-04-30 00:00","79.02124786","19994402846.3430000000",
"2017-05-01 00:00","76.29698181","19284579221.2209000000",
"2017-05-02 00:00","77.26377869","18837568066.2595000000",
"2017-05-03 00:00","79.7181778","19485292421.7527000000",
"2017-05-04 00:00","96.98135376","19317516245.8863000000",
"2017-05-05 00:00","94.39853668","18244994771.2344000000",
"2017-05-06 00:00","97.81348419","18690274058.7160000000",
"2017-05-07 00:00","94.00731659","18949191305.1718000000",
"2017-05-08 00:00","91.42037964","18898267393.9381000000",
"2017-05-09 00:00","91.16291809","18265214158.7185000000",
"2017-05-10 00:00","89.52485657","18398074114.9306000000",
"2017-05-11 00:00","89.87966919","18165904625.8657000000",
"2017-05-12 00:00","88.65538025","17676485872.5706000000",
"2017-05-13 00:00","90.83539581","18431870569.2075000000",
"2017-05-14 00:00","90.7865448","18407463973.8709000000",
"2017-05-15 00:00","92.4148941","18499769644.4253000000",
"2017-05-16 00:00","89.43795013","21075062595.6608000000",
"2017-05-17 00:00","89.86037445","19305081287.5007000000",
"2017-05-18 00:00","96.90627289","19221099802.0835000000",
"2017-05-19 00:00","129.52746582","18414984758.8790000000",
"2017-05-20 00:00","126.5211792","18614596096.7668000000",
"2017-05-21 00:00","157.93659973","19311916150.8906000000",
"2017-05-22 00:00","174.2613678","18629287653.7053000000",
"2017-05-23 00:00","181.95245361","18956617626.2219000000",
"2017-05-24 00:00","190.04576111","18710993147.2101000000",
"2017-05-25 00:00","174.44638062","18469779617.1988000000",
"2017-05-26 00:00","160.40330505","17870264438.3072000000",
"2017-05-27 00:00","157.75782776","17607329035.6035000000",
"2017-05-28 00:00","170.51091003","18128071325.3103000000",
"2017-05-29 00:00","194.90939331","18810498971.6483000000",
"2017-05-30 00:00","231.91082764","24050522956.0096000000",
"2017-05-31 00:00","230.66937256","18987056214.8910000000",
"2017-06-01 00:00","222.23916626","16607699077.3719000000",
"2017-06-02 00:00","223.77507019","16621528235.1608000000",
"2017-06-03 00:00","224.37557983","17698283581.8504000000",
"2017-06-04 00:00","245.33224487","17075475323.4791000000",
"2017-06-05 00:00","248.46400452","17699644496.3193000000",
"2017-06-06 00:00","264.46560669","17133001206.5070000000",
"2017-06-07 00:00","258.07122803","16472729310.4062000000",
"2017-06-08 00:00","261.66629028","15957971841.1812000000",
"2017-06-09 00:00","281.73681641","16238415819.8121000000",
"2017-06-10 00:00","337.66799927","16641865888.1189000000",
"2017-06-11 00:00","340.60888672","20512031843.7945000000",
"2017-06-12 00:00","401.49038696","62612940919.2456000000",
"2017-06-13 00:00","397.53710938","14649645943.1177000000",
"2017-06-14 00:00","359.05300903","14349974704.6490000000",
"2017-06-15 00:00","361.93295288","13718623942.0838000000",
"2017-06-16 00:00","370.22747803","13347664563.1281000000",
"2017-06-17 00:00","379.41421509","12768293486.7698000000",
"2017-06-18 00:00","371.45806885","13209270001.9514000000",
"2017-06-19 00:00","370.05587769","30265968830.4705000000",
"2017-06-20 00:00","359.00543213","45880525373.9034000000",
"2017-06-21 00:00","336.87182617","28044625676.2892000000",
"2017-06-22 00:00","336.37051392","21851729401.5004000000",
"2017-06-23 00:00","341.73861694","24729375237.9735000000",
"2017-06-24 00:00","323.69592285","21839866715.0583000000",
"2017-06-25 00:00","303.2482605","23721999870.3549000000",
"2017-06-26 00:00","272.69189453","21228358108.5359000000",
"2017-06-27 00:00","293.08795166","22824287549.7240000000",
"2017-06-28 00:00","327.92669678","21031526727.4080000000",
"2017-06-29 00:00","302.88327026","19942111141.4448000000",
"2017-06-30 00:00","294.91583252","20239131971.3316000000",
"2017-07-01 00:00","274.60055542","20069091412.1963000000",
"2017-07-02 00:00","287.98687744","19688445222.2738000000",
"2017-07-03 00:00","282.89752197","18829823380.8176000000",
"2017-07-04 00:00","273.30322266","19363952916.6997000000",
"2017-07-05 00:00","268.77432251","18829289713.0283000000",
"2017-07-06 00:00","270.54934692","17139446745.6446000000",
"2017-07-07 00:00","245.99084473","13979054977.3747000000",
"2017-07-08 00:00","251.69714355","13306014104.7487000000",
"2017-07-09 00:00","242.13729858","12709843978.7636000000",
"2017-07-10 00:00","215.35661316","11417879382.9254000000",
"2017-07-11 00:00","197.40393066","12170883753.3542000000",
"2017-07-12 00:00","230.77400208","11814727296.4980000000",
"2017-07-13 00:00","209.73280334","11652968705.7783000000",
"2017-07-14 00:00","199.66233826","11901198062.7219000000",
"2017-07-15 00:00","170.65452576","11074248776.6365000000",
"2017-07-16 00:00","157.36277771","11797284810.1666000000",
"2017-07-17 00:00","193.42442322","12341705409.2131000000",
"2017-07-18 00:00","234.39085388","12216741742.5730000000",
"2017-07-19 00:00","199.70274353","12329059424.5378000000",
"2017-07-20 00:00","227.26464844","12344830473.8950000000",
"2017-07-21 00:00","218.30462646","11872119738.9561000000",
"2017-07-22 00:00","229.47618103","11443544575.4097000000",
"2017-07-23 00:00","225.95077515","11829368325.0703000000",
"2017-07-24 00:00","224.71099854","11714582126.1336000000",
"2017-07-25 00:00","206.70994568","11759746240.1413000000",
"2017-07-26 00:00","203.95339966","11907110493.3054000000",
"2017-07-27 00:00","204.31762695","11788672512.4396000000",
"2017-07-28 00:00","193.34088135","11913295427.0856000000",
"2017-07-29 00:00","205.78875732","11497161503.9543000000",
"2017-07-30 00:00","197.97784424","11935606326.9160000000",
"2017-07-31 00:00","203.87060547","11639157580.7636000000",
"2017-08-01 00:00","226.76872253","11016101900.8872000000",
"2017-08-02 00:00","219.9524231","11182826382.7636000000",
"2017-08-03 00:00","225.34230042","10967745491.6342000000",
"2017-08-04 00:00","222.85162354","11016432736.8651000000",
"2017-08-05 00:00","256.50653076","10968632361.8966000000",
"2017-08-06 00:00","261.56741333","11041579713.5933000000",
"2017-08-07 00:00","269.17980957","10981924021.2912000000",
"2017-08-08 00:00","296.76889038","11281087378.4269000000",
"2017-08-09 00:00","296.02682495","11046044087.1916000000",
"2017-08-10 00:00","295.89163208","10775956570.1973000000",
"2017-08-11 00:00","308.86364746","10643450579.3586000000",
"2017-08-12 00:00","310.60092163","9612216867.5345000000",
"2017-08-13 00:00","298.06408691","10600935363.5991000000",
"2017-08-14 00:00","300.09729004","10295959082.7510000000",
"2017-08-15 00:00","289.81842041","14998886336.1880000000",
"2017-08-16 00:00","302.26663208","12921101512.0087000000",
"2017-08-17 00:00","301.45706177","15757781248.2041000000",
"2017-08-18 00:00","295.58984375","11005512443.5229000000",
"2017-08-19 00:00","297.4704895","10631343642.1963000000",
"2017-08-20 00:00","301.4284668","11224534122.6102000000",
"2017-08-21 00:00","321.59127808","11462246292.5914000000",
"2017-08-22 00:00","314.78482056","10337442924.7981000000",
"2017-08-23 00:00","317.51852417","10512799065.8121000000",
"2017-08-24 00:00","325.61141968","10315494376.4828000000",
"2017-08-25 00:00","331.91531372","10352831209.8951000000",
"2017-08-26 00:00","333.8817749","10120679094.9220000000",
"2017-08-27 00:00","347.89300537","10262272609.8624000000",
"2017-08-28 00:00","347.74728394","13925858792.8382000000",
"2017-08-29 00:00","370.66699219","11902116390.4177000000",
"2017-08-30 00:00","378.48522949","16415967340.5491000000",
"2017-08-31 00:00","383.04241943","12163158601.6390000000",
"2017-09-01 00:00","387.74066162","11447415736.5239000000",
"2017-09-02 00:00","348.98428345","10958773564.0068000000",
"2017-09-03 00:00","347.48413086","13414245201.9311000000",
"2017-09-04 00:00","295.17092896","14150869821.2430000000",
"2017-09-05 00:00","312.98809814","17823195950.4974000000",
"2017-09-06 00:00","334.33804321","16491439739.5960000000",
"2017-09-07 00:00","329.42797852","16373247957.8449000000",
"2017-09-08 00:00","296.49658203","11497377573.5361000000",
"2017-09-09 00:00","294.40472412","11745105669.4438000000",
"2017-09-10 00:00","288.74688721","11153304116.1836000000",
"2017-09-11 00:00","294.53234863","12354362868.3464000000",
"2017-09-12 00:00","291.12164307","11640703776.1714000000",
"2017-09-13 00:00","277.1116333","11456432940.0192000000",
"2017-09-14 00:00","213.90843201","15257214256.9629000000",
"2017-09-15 00:00","250.46438599","17215681789.9354000000",
"2017-09-16 00:00","246.52172852","11012374525.4810000000",
"2017-09-17 00:00","251.74935913","10941221213.9781000000",
"2017-09-18 00:00","293.4967041","10733622232.9752000000",
"2017-09-19 00:00","282.80383301","14019151476.2811000000",
"2017-09-20 00:00","283.74209595","10394859717.1460000000",
"2017-09-21 00:00","258.58004761","10408474686.1410000000",
"2017-09-22 00:00","264.30957031","10784050555.1023000000",
"2017-09-23 00:00","286.16784668","12418235524.8509000000",
"2017-09-24 00:00","282.48339844","11417070310.7923000000",
"2017-09-25 00:00","292.33215332","11510905309.1391000000",
"2017-09-26 00:00","287.43795776","10890753715.9821000000",
"2017-09-27 00:00","306.46713257","10925250455.3512000000",
"2017-09-28 00:00","299.15545654","11350538583.0838000000",
"2017-09-29 00:00","291.46737671","12665450448.5173000000",
"2017-09-30 00:00","301.46524048","12026491598.6915000000",
"2017-10-01 00:00","302.33682251","12018457075.1780000000",
"2017-10-02 00:00","297.47497559","12898190385.9619000000",
"2017-10-03 00:00","292.46264648","13154135108.1549000000",
"2017-10-04 00:00","292.65756226","12830723004.9603000000",
"2017-10-05 00:00","295.86300659","12901992222.9663000000",
"2017-10-06 00:00","308.58810425","11740081900.5952000000",
"2017-10-07 00:00","311.1242981","12625976651.7628000000",
"2017-10-08 00:00","308.60794067","12002311813.4622000000",
"2017-10-09 00:00","297.39175415","13674631691.2072000000",
"2017-10-10 00:00","299.86999512","14166070118.1105000000",
"2017-10-11 00:00","303.45602417","13584387939.4367000000",
"2017-10-12 00:00","304.13616943","14860270473.4417000000",
"2017-10-13 00:00","338.75732422","12372020031.0800000000",
"2017-10-14 00:00","339.62789917","12727323064.8906000000",
"2017-10-15 00:00","336.5949707","7138458831.1750000000",
"2017-10-16 00:00","333.38421631","6056757796.5805000000",
"2017-10-17 00:00","317.0819397","5858074264.7920000000",
"2017-10-18 00:00","314.31869507","5994139443.1468000000",
"2017-10-19 00:00","308.08755493","5962156418.2546000000",
"2017-10-20 00:00","304.00613403","5256360319.2994000000",
"2017-10-21 00:00","300.18743896","4977732539.3346000000",
"2017-10-22 00:00","295.44625854","5083453248.1856000000",
"2017-10-23 00:00","286.94973755","5019816900.5230000000",
"2017-10-24 00:00","298.32757568","4617017516.3389000000",
"2017-10-25 00:00","297.92541504","4561332116.8025000000",
"2017-10-26 00:00","296.52716064","4632614283.1291000000",
"2017-10-27 00:00","297.4225769","4203805485.4002000000",
"2017-10-28 00:00","296.29800415","4545106686.2063000000",
"2017-10-29 00:00","305.08795166","4552231023.3025000000",
"2017-10-30 00:00","307.75115967","4177115974.9165000000",
