时间,币价,每日叔块奖励
"2018-05-28 00:00","516.03570557","1874877.0700000000",
"2018-05-29 00:00","565.38775635","2115239.1000000000",
"2018-05-30 00:00","559.59008789","2068353.6500000000",
"2018-05-31 00:00","577.64489746","2031865.0900000000",
"2018-06-01 00:00","580.04315186","2127164.8800000000",
"2018-06-02 00:00","591.80847168","2071549.1800000000",
"2018-06-03 00:00","619.43743896","2251713.4400000000",
"2018-06-04 00:00","592.98468018","1998938.5700000000",
"2018-06-05 00:00","609.30285645","2178767.1000000000",
"2018-06-06 00:00","607.12353516","2290280.3700000000",
"2018-06-07 00:00","605.18737793","2127904.6000000000",
"2018-06-08 00:00","601.07727051","2323332.1100000000",
"2018-06-09 00:00","597.56231689","1950694.9200000000",
"2018-06-10 00:00","526.47912598","1969871.0300000000",
"2018-06-11 00:00","533.28424072","1752793.2000000000",
"2018-06-12 00:00","496.84338379","1571378.6800000000",
"2018-06-13 00:00","477.49401855","1498435.9100000000",
"2018-06-14 00:00","519.74188232","1573755.3400000000",
"2018-06-15 00:00","491.00427246","1405339.8500000000",
"2018-06-16 00:00","499.64233398","1302669.6900000000",
"2018-06-17 00:00","500.44848633","1317041.3300000000",
"2018-06-18 00:00","518.890625","1524598.0500000000",
"2018-06-19 00:00","537.95739746","1561147.3500000000",
"2018-06-20 00:00","536.26782227","1480474.9000000000",
"2018-06-21 00:00","527.36657715","1588805.2200000000",
"2018-06-22 00:00","465.81680298","1300428.7000000000",
"2018-06-23 00:00","474.51977539","1216355.8100000000",
"2018-06-24 00:00","457.67190552","1537097.4300000000",
"2018-06-25 00:00","460.30984497","1495338.0000000000",
"2018-06-26 00:00","432.77172852","1260542.4600000000",
"2018-06-27 00:00","442.36489868","1292710.1000000000",
"2018-06-28 00:00","422.36499023","1248083.1300000000",
"2018-06-29 00:00","436.00900269","1304211.5600000000",
"2018-06-30 00:00","455.17999268","1265167.8800000000",
"2018-07-01 00:00","453.91799927","1246187.6700000000",
"2018-07-02 00:00","475.34698486","1410392.9600000000",
"2018-07-03 00:00","464.19500732","1305199.8100000000",
"2018-07-04 00:00","467.31799316","1359110.3800000000",
"2018-07-05 00:00","474.4119873","1312625.4000000000",
"2018-07-06 00:00","474.01199341","1383555.6300000000",
"2018-07-07 00:00","491.66000366","1568152.4800000000",
"2018-07-08 00:00","489.11898804","1435894.1200000000",
"2018-07-09 00:00","476.68200684","1344257.7700000000",
"2018-07-10 00:00","434.42401123","1205606.0800000000",
"2018-07-11 00:00","446.51800537","1077708.8300000000",
"2018-07-12 00:00","430.07400513","1027057.0700000000",
"2018-07-13 00:00","434.02700806","1014323.2100000000",
"2018-07-14 00:00","436.08599854","1008125.7500000000",
"2018-07-15 00:00","449.8500061","1219844.0700000000",
"2018-07-16 00:00","480.6579895","1419214.8100000000",
"2018-07-17 00:00","501.00201416","1488963.5700000000",
"2018-07-18 00:00","480.51300049","1397779.1700000000",
"2018-07-19 00:00","469.61898804","1196909.0600000000",
"2018-07-20 00:00","450.69799805","1125853.6200000000",
"2018-07-21 00:00","462.43600464","1261866.1100000000",
"2018-07-22 00:00","459.65701294","1281219.1300000000",
"2018-07-23 00:00","450.85299683","1356285.3800000000",
"2018-07-24 00:00","479.37298584","1405110.7800000000",
"2018-07-25 00:00","472.49301147","1310845.0900000000",
"2018-07-26 00:00","464.0369873","1242287.7300000000",
"2018-07-27 00:00","469.66598511","1113729.2700000000",
"2018-07-28 00:00","466.89801025","1102249.8000000000",
"2018-07-29 00:00","466.66500854","1128054.0400000000",
"2018-07-30 00:00","457.08087158","1229995.5500000000",
"2018-07-31 00:00","433.86654663","1145606.3200000000",
"2018-08-01 00:00","420.74694824","1213736.8800000000",
"2018-08-02 00:00","412.62121582","1067136.5000000000",
"2018-08-03 00:00","418.26171875","1043230.7100000000",
"2018-08-04 00:00","407.25244141","1067701.7600000000",
"2018-08-05 00:00","410.51611328","1047077.1000000000",
"2018-08-06 00:00","406.65835571","1082771.5400000000",
"2018-08-07 00:00","380.21502686","965562.7300000000",
"2018-08-08 00:00","356.61303711","957787.7400000000",
"2018-08-09 00:00","365.58779907","926862.5300000000",
"2018-08-10 00:00","334.17645264","864428.4400000000",
"2018-08-11 00:00","322.11151123","882959.9900000000",
"2018-08-12 00:00","319.56973267","855981.0200000000",
"2018-08-13 00:00","286.49536133","645950.8400000000",
"2018-08-14 00:00","278.93161011","677149.0400000000",
"2018-08-15 00:00","282.36367798","713795.0500000000",
"2018-08-16 00:00","288.04647827","862629.3700000000",
"2018-08-17 00:00","315.72894287","848494.5800000000",
"2018-08-18 00:00","295.81170654","751146.8500000000",
"2018-08-19 00:00","300.83383179","759484.8400000000",
"2018-08-20 00:00","274.31512451","696098.7700000000",
"2018-08-21 00:00","281.94393921","707767.1200000000",
"2018-08-22 00:00","271.34115601","728374.9700000000",
"2018-08-23 00:00","277.10388184","766182.4200000000",
"2018-08-24 00:00","282.9671936","716321.6800000000",
"2018-08-25 00:00","279.64599609","678902.5700000000",
"2018-08-26 00:00","275.19708252","729455.1600000000",
"2018-08-27 00:00","285.603302","735497.1900000000",
"2018-08-28 00:00","296.4994812","729400.2000000000",
"2018-08-29 00:00","289.31240845","760993.9900000000",
"2018-08-30 00:00","284.10546875","697136.3300000000",
"2018-08-31 00:00","283.00408936","756349.5300000000",
"2018-09-01 00:00","295.34133911","691538.1700000000",
"2018-09-02 00:00","294.3706665","740776.6800000000",
"2018-09-03 00:00","289.25946045","726283.3900000000",
"2018-09-04 00:00","285.72320557","670933.7600000000",
"2018-09-05 00:00","232.33119202","534150.6500000000",
"2018-09-06 00:00","230.21485901","549878.4400000000",
"2018-09-07 00:00","217.20251465","516597.4700000000",
"2018-09-08 00:00","197.95074463","468694.1800000000",
"2018-09-09 00:00","196.9243927","458956.1900000000",
"2018-09-10 00:00","197.07907104","418348.1200000000",
"2018-09-11 00:00","185.06646729","386547.8700000000",
"2018-09-12 00:00","183.33126831","442561.1500000000",
"2018-09-13 00:00","211.3540802","467519.0900000000",
"2018-09-14 00:00","211.74893188","466874.6900000000",
"2018-09-15 00:00","223.0743866","448996.8700000000",
"2018-09-16 00:00","220.58880615","473541.3900000000",
"2018-09-17 00:00","197.87472534","432927.5900000000",
"2018-09-18 00:00","209.97457886","442626.7700000000",
"2018-09-19 00:00","209.96894836","478404.8000000000",
"2018-09-20 00:00","224.59100342","526640.3300000000",
"2018-09-21 00:00","246.58425903","506399.0300000000",
"2018-09-22 00:00","240.48042297","479981.8200000000",
"2018-09-23 00:00","244.32952881","486197.4300000000",
"2018-09-24 00:00","228.72991943","442351.5000000000",
"2018-09-25 00:00","218.50453186","464667.2200000000",
"2018-09-26 00:00","215.84741211","470776.7000000000",
"2018-09-27 00:00","228.49415588","471646.4100000000",
"2018-09-28 00:00","222.40211487","409310.3000000000",
"2018-09-29 00:00","231.63473511","480503.9900000000",
"2018-09-30 00:00","232.84849548","446652.2400000000",
"2018-10-01 00:00","230.76777649","435379.7800000000",
"2018-10-02 00:00","227.18087769","435095.5800000000",
"2018-10-03 00:00","220.48942566","416317.8400000000",
"2018-10-04 00:00","222.21839905","401939.9900000000",
"2018-10-05 00:00","227.60064697","399542.4200000000",
"2018-10-06 00:00","225.11988831","388787.2300000000",
"2018-10-07 00:00","226.11851501","408574.3200000000",
"2018-10-08 00:00","229.25517273","417426.0500000000",
"2018-10-09 00:00","227.98153687","401090.3800000000",
"2018-10-10 00:00","225.76925659","395953.0100000000",
"2018-10-11 00:00","189.49923706","348529.0500000000",
"2018-10-12 00:00","196.7272644","363821.6900000000",
"2018-10-13 00:00","199.84094238","370065.7000000000",
"2018-10-14 00:00","195.7146759","423542.5900000000",
"2018-10-15 00:00","209.70370483","415425.1300000000",
"2018-10-16 00:00","210.11975098","404290.2500000000",
"2018-10-17 00:00","207.0834198","398781.8300000000",
"2018-10-18 00:00","203.35157776","405885.1200000000",
"2018-10-19 00:00","203.72718811","388387.2800000000",
"2018-10-20 00:00","205.42958069","393080.6100000000",
"2018-10-21 00:00","205.14186096","404859.5600000000",
"2018-10-22 00:00","204.04417419","405131.3400000000",
"2018-10-23 00:00","204.33587646","395553.6800000000",
"2018-10-24 00:00","203.85238647","365509.1400000000",
"2018-10-25 00:00","202.71853638","411791.5500000000",
"2018-10-26 00:00","203.32925415","379056.4500000000",
"2018-10-27 00:00","204.21002197","371996.7700000000",
"2018-10-28 00:00","205.36631775","400883.5300000000",
"2018-10-29 00:00","197.24705505","385919.4200000000",
"2018-10-30 00:00","197.55596924","380779.5500000000",
"2018-10-31 00:00","197.38092041","380247.8400000000",
"2018-11-01 00:00","198.87228394","358041.7500000000",
"2018-11-02 00:00","200.63468933","347741.7900000000",
"2018-11-03 00:00","200.18605042","374358.7400000000",
"2018-11-04 00:00","207.48579407","426484.0100000000",
"2018-11-05 00:00","209.09129333","414127.2000000000",
"2018-11-06 00:00","218.45233154","423099.6300000000",
"2018-11-07 00:00","217.18313599","410701.8500000000",
"2018-11-08 00:00","212.23146057","372653.4400000000",
"2018-11-09 00:00","210.07443237","418298.4300000000",
"2018-11-10 00:00","212.53291321","392455.8300000000",
"2018-11-11 00:00","211.34011841","361858.4800000000",
"2018-11-12 00:00","210.4178772","325889.6900000000",
"2018-11-13 00:00","206.82575989","372002.5400000000",
"2018-11-14 00:00","181.39659119","303745.6800000000",
"2018-11-15 00:00","180.80636597","293929.5600000000",
"2018-11-16 00:00","175.17703247","279830.5900000000",
"2018-11-17 00:00","174.00112915","294483.4700000000",
"2018-11-18 00:00","177.06741333","299178.7500000000",
"2018-11-19 00:00","149.17459106","252716.8700000000",
"2018-11-20 00:00","130.33856201","222616.0900000000",
"2018-11-21 00:00","136.70149231","223158.6700000000",
"2018-11-22 00:00","126.70603943","209063.0100000000",
"2018-11-23 00:00","123.29551697","193292.7100000000",
"2018-11-24 00:00","113.49375153","156811.8700000000",
"2018-11-25 00:00","116.45040894","198972.9000000000",
"2018-11-26 00:00","108.33450317","180118.9200000000",
"2018-11-27 00:00","110.00997162","199042.4200000000",
"2018-11-28 00:00","122.43751526","198081.9600000000",
"2018-11-29 00:00","117.5426452","200330.3300000000",
"2018-11-30 00:00","113.1714211","169941.1200000000",
"2018-12-01 00:00","118.63555864","161405.6300000000",
"2018-12-02 00:00","116.38889933","161519.3600000000",
"2018-12-03 00:00","108.92501783","155558.7400000000",
"2018-12-04 00:00","110.21418959","163618.8200000000",
"2018-12-05 00:00","102.47555556","152814.2600000000",
"2018-12-06 00:00","91.76105616","127259.7500000000",
"2018-12-07 00:00","93.29456401","129988.5600000000",
"2018-12-08 00:00","92.15963969","108807.3800000000",
"2018-12-09 00:00","95.14205948","127659.8900000000",
"2018-12-10 00:00","91.68565676","119438.7600000000",
"2018-12-11 00:00","88.94530321","114646.5200000000",
"2018-12-12 00:00","90.59330191","122065.5100000000",
"2018-12-13 00:00","86.53931489","107940.3700000000",
"2018-12-14 00:00","84.30829593","118443.1600000000",
"2018-12-15 00:00","84.44080953","113296.6200000000",
"2018-12-16 00:00","85.26209693","110311.3200000000",
"2018-12-17 00:00","95.13382712","111481.7100000000",
"2018-12-18 00:00","101.1124558","116752.2700000000",
"2018-12-19 00:00","101.26857523","118646.3900000000",
"2018-12-20 00:00","116.21687011","140493.2000000000",
"2018-12-21 00:00","109.49623355","130536.3900000000",
"2018-12-22 00:00","116.75949916","151531.3400000000",
"2018-12-23 00:00","130.7652598","174684.3200000000",
"2018-12-24 00:00","140.23800256","145248.3700000000",
"2018-12-25 00:00","129.84435176","166564.3000000000",
"2018-12-26 00:00","131.86562737","147037.3200000000",
"2018-12-27 00:00","116.57591051","139294.5800000000",
"2018-12-28 00:00","137.64701331","165698.3400000000",
"2018-12-29 00:00","138.01833478","155067.8000000000",
"2018-12-30 00:00","139.85945289","159464.8200000000",
"2018-12-31 00:00","133.36826344","141397.6100000000",
"2019-01-01 00:00","140.81941316","180059.2800000000",
"2019-01-02 00:00","155.04767721","171264.8000000000",
"2019-01-03 00:00","149.13500338","172049.9800000000",
"2019-01-04 00:00","154.58194227","170128.0000000000",
"2019-01-05 00:00","155.63858948","150382.3600000000",
"2019-01-06 00:00","157.74619931","169515.6100000000",
"2019-01-07 00:00","151.69921345","150498.8700000000",
"2019-01-08 00:00","150.35963344","165419.4700000000",
"2019-01-09 00:00","150.80311047","140067.7900000000",
"2019-01-10 00:00","128.62518594","132791.4900000000",
"2019-01-11 00:00","127.54832487","127890.8600000000",
"2019-01-12 00:00","125.9665328","121659.9300000000",
"2019-01-13 00:00","116.89780148","94268.1900000000",
"2019-01-14 00:00","129.0687326","53298.3900000000",
"2019-01-15 00:00","122.03271232","114150.0700000000",
"2019-01-16 00:00","123.54706154","91717.1500000000",
"2019-01-17 00:00","123.74192167","72933.0700000000",
"2019-01-18 00:00","121.0102652","74809.6200000000",
"2019-01-19 00:00","124.51902121","77018.5900000000",
"2019-01-20 00:00","119.47482896","84570.8500000000",
"2019-01-21 00:00","117.15785223","97873.7000000000",
"2019-01-22 00:00","118.74755091","89943.7100000000",
"2019-01-23 00:00","117.45260925","92613.7600000000",
"2019-01-24 00:00","117.36288641","85994.3900000000",
"2019-01-25 00:00","116.37834358","95444.0700000000",
"2019-01-26 00:00","116.48873846","90258.3100000000",
"2019-01-27 00:00","113.4052919","79947.5600000000",
"2019-01-28 00:00","106.58997682","85818.9400000000",
"2019-01-29 00:00","105.59821378","72192.1200000000",
"2019-01-30 00:00","108.90753982","91130.0300000000",
"2019-01-31 00:00","107.06101306","76847.5600000000",
"2019-02-01 00:00","107.60978689","83266.6300000000",
"2019-02-02 00:00","110.4302619","68611.6400000000",
"2019-02-03 00:00","107.49267146","60221.5700000000",
"2019-02-04 00:00","107.82160343","74538.9500000000",
"2019-02-05 00:00","107.44352017","63173.5500000000",
"2019-02-06 00:00","104.91928987","65581.6800000000",
"2019-02-07 00:00","104.53529857","71006.7000000000",
"2019-02-08 00:00","119.26774886","74606.6500000000",
"2019-02-09 00:00","119.43088331","53958.5400000000",
"2019-02-10 00:00","124.80648495","63779.2800000000",
"2019-02-11 00:00","121.29839599","63520.7300000000",
"2019-02-12 00:00","122.57229106","65863.9900000000",
"2019-02-13 00:00","122.55360255","68884.7300000000",
"2019-02-14 00:00","121.39020373","69823.7700000000",
"2019-02-15 00:00","122.10038737","72615.2100000000",
"2019-02-16 00:00","123.26021305","68570.4300000000",
"2019-02-17 00:00","133.59888295","94254.8500000000",
"2019-02-18 00:00","146.09837101","96005.7100000000",
"2019-02-19 00:00","145.34618357","96398.1000000000",
"2019-02-20 00:00","149.55434396","83332.0200000000",
"2019-02-21 00:00","146.13084429","81144.2800000000",
"2019-02-22 00:00","149.09245426","84547.2300000000",
"2019-02-23 00:00","158.79542978","94612.6700000000",
"2019-02-24 00:00","135.85265356","88536.5800000000",
"2019-02-25 00:00","139.8228555","90424.3100000000",
"2019-02-26 00:00","138.08968196","89754.6400000000",
"2019-02-27 00:00","136.12595451","95418.9200000000",
"2019-02-28 00:00","136.74625201","116416.3200000000",
"2019-03-01 00:00","136.44362278","109357.3700000000",
"2019-03-02 00:00","134.2069553","109501.8800000000",
"2019-03-03 00:00","132.24941712","108714.0300000000",
"2019-03-04 00:00","127.77412126","111193.4200000000",
"2019-03-05 00:00","137.8223848","102334.9700000000",
"2019-03-06 00:00","138.78935408","106786.4900000000",
"2019-03-07 00:00","138.03450239","111979.0300000000",
"2019-03-08 00:00","135.127075","103000.6100000000",
"2019-03-09 00:00","137.96533555","107327.3800000000",
"2019-03-10 00:00","136.75868314","96304.6700000000",
"2019-03-11 00:00","133.83403156","95907.9800000000",
"2019-03-12 00:00","134.44288873","102126.9200000000",
"2019-03-13 00:00","133.26307623","99847.7500000000",
"2019-03-14 00:00","133.71159976","92063.9600000000",
"2019-03-15 00:00","137.69178379","109815.8700000000",
"2019-03-16 00:00","142.3981758","100058.1700000000",
"2019-03-17 00:00","140.0005495","100910.1400000000",
"2019-03-18 00:00","139.37460061","106594.9900000000",
"2019-03-19 00:00","140.51919919","108448.5000000000",
"2019-03-20 00:00","140.68636173","114050.9000000000",
"2019-03-21 00:00","136.6360607","105469.4000000000",
"2019-03-22 00:00","137.18143503","114422.3700000000",
"2019-03-23 00:00","138.23987455","101841.6000000000",
"2019-03-24 00:00","136.98692523","102459.6900000000",
"2019-03-25 00:00","135.03102752","109127.6300000000",
"2019-03-26 00:00","135.46035286","109896.6300000000",
"2019-03-27 00:00","140.98815754","115151.3000000000",
"2019-03-28 00:00","139.41647756","106379.3600000000",
"2019-03-29 00:00","142.49741712","119038.9600000000",
"2019-03-30 00:00","142.09268062","111395.4400000000",
"2019-03-31 00:00","141.51409411","117380.7000000000",
"2019-04-01 00:00","141.83032435","131910.6700000000",
"2019-04-02 00:00","163.96174182","141291.5300000000",
"2019-04-03 00:00","161.45880133","141725.7500000000",
"2019-04-04 00:00","158.05253782","123418.3900000000",
"2019-04-05 00:00","165.51484595","111709.0900000000",
"2019-04-06 00:00","165.94720802","117735.1100000000",
"2019-04-07 00:00","174.53164738","145206.7700000000",
"2019-04-08 00:00","180.25881539","131754.1100000000",
"2019-04-09 00:00","176.11457453","143337.9300000000",
"2019-04-10 00:00","163.7963","131532.9700000000",
"2019-04-11 00:00","164.0234","117845.7100000000",
"2019-04-12 00:00","163.8764","117891.2200000000",
"2019-04-13 00:00","163.9254","124364.0700000000",
"2019-04-14 00:00","166.0319","133087.7300000000",
"2019-04-15 00:00","162.552617","132470.8500000000",
"2019-04-16 00:00","166.152101","131151.1900000000",
"2019-04-17 00:00","171.92948","131333.3700000000",
"2019-04-18 00:00","172.988423","132918.5700000000",
"2019-04-19 00:00","172.469599","147861.2200000000",
"2019-04-20 00:00","167.648011","133008.3600000000",
"2019-04-21 00:00","171.583045","131240.3900000000",
"2019-04-22 00:00","174.031111","160685.7500000000",
"2019-04-23 00:00","164.406387","130701.6300000000",
"2019-04-24 00:00","164.233606","119105.1900000000",
"2019-04-25 00:00","156.198933","127125.4900000000",
"2019-04-26 00:00","158.124809","111321.8700000000",
"2019-04-27 00:00","158.840244","125840.8500000000",
"2019-04-28 00:00","154.652093","118217.6200000000",
"2019-04-29 00:00","158.703391","125049.1500000000",
"2019-04-30 00:00","160.97375","118873.5800000000",
"2019-05-01 00:00","161.924961","118280.1900000000",
"2019-05-02 00:00","168.216036","126437.3000000000",
"2019-05-03 00:00","162.949426","124028.8800000000",
"2019-05-04 00:00","163.673028","136081.6400000000",
"2019-05-05 00:00","168.121627","132102.4500000000",
"2019-05-06 00:00","173.051936","140996.3700000000",
"2019-05-07 00:00","170.727188","147257.0300000000",
"2019-05-08 00:00","169.416419","145339.1300000000",
"2019-05-09 00:00","173.289118","143768.6400000000",
"2019-05-10 00:00","192.217108","137672.5100000000",
"2019-05-11 00:00","184.79146","155202.0300000000",
"2019-05-12 00:00","200.311452","150994.7000000000",
"2019-05-13 00:00","207.943886","159968.0500000000",
"2019-05-14 00:00","233.560616","173130.4600000000",
"2019-05-15 00:00","266.003097","225037.4600000000",
"2019-05-16 00:00","234.578683","210415.6300000000",
"2019-05-17 00:00","240.696393","175814.7600000000",
"2019-05-18 00:00","255.534309","201839.3100000000",
"2019-05-19 00:00","248.877597","192937.2100000000",
"2019-05-20 00:00","253.618294","202235.8000000000",
"2019-05-21 00:00","257.330263","195403.0600000000",
"2019-05-22 00:00","245.373695","199767.5900000000",
"2019-05-23 00:00","255.104464","194729.3200000000",
"2019-05-24 00:00","253.7139","173699.5600000000",
"2019-05-25 00:00","251.702904","193653.4100000000",
"2019-05-26 00:00","274.213762","208086.4600000000",
"2019-05-27 00:00","272.738641","206329.9100000000",
"2019-05-28 00:00","277.295377","197090.1400000000",
"2019-05-29 00:00","289.071218","213888.2500000000",
"2019-05-30 00:00","263.649644","197014.2900000000",
"2019-05-31 00:00","270.179282","234578.8600000000",
"2019-06-01 00:00","275.127973","201142.4200000000",
"2019-06-02 00:00","259.21266","216944.2100000000",
"2019-06-03 00:00","250.175657","183789.6000000000",
"2019-06-04 00:00","240.42393","205328.4600000000",
"2019-06-05 00:00","243.335334","188534.3800000000",
"2019-06-06 00:00","248.072496","198077.9000000000",
"2019-06-07 00:00","246.146546","193310.6800000000",
"2019-06-08 00:00","235.618669","179797.8400000000",
"2019-06-09 00:00","241.575639","197939.9800000000",
"2019-06-10 00:00","239.868119","182656.8600000000",
"2019-06-11 00:00","252.829961","196419.0700000000",
"2019-06-12 00:00","259.623254","182628.0700000000",
"2019-06-13 00:00","256.900989","197541.3800000000",
"2019-06-14 00:00","263.179704","217424.3000000000",
"2019-06-15 00:00","270.36733","218424.2700000000",
"2019-06-16 00:00","270.324708","221969.3600000000",
"2019-06-17 00:00","265.08936","186409.1600000000",
"2019-06-18 00:00","265.879803","196452.4000000000",
"2019-06-19 00:00","267.151843","210163.7700000000",
"2019-06-20 00:00","284.211442","221114.0400000000",
"2019-06-21 00:00","305.327227","234591.2400000000",
"2019-06-22 00:00","309.989095","256050.4900000000",
"2019-06-23 00:00","306.85597","239677.6100000000",
"2019-06-24 00:00","310.321524","241090.4800000000",
"2019-06-25 00:00","343.541425","263076.7200000000",
"2019-06-26 00:00","309.884689","245990.3900000000",
"2019-06-27 00:00","307.374208","243587.4800000000",
"2019-06-28 00:00","305.685128","221318.8800000000",
"2019-06-29 00:00","297.731954","229689.2300000000",
"2019-06-30 00:00","284.25052","209816.2100000000",
"2019-07-01 00:00","284.91476","216398.7200000000",
"2019-07-02 00:00","293.765331","212844.5700000000",
"2019-07-03 00:00","293.61379","232173.2100000000",
"2019-07-04 00:00","289.189791","211160.9100000000",
"2019-07-05 00:00","293.440077","229741.0300000000",
"2019-07-06 00:00","291.797265","201668.4300000000",
"2019-07-07 00:00","305.465894","242698.9700000000",
"2019-07-08 00:00","308.270219","232191.8300000000",
"2019-07-09 00:00","287.863041","245121.6500000000",
"2019-07-10 00:00","271.371568","212265.5200000000",
"2019-07-11 00:00","269.472789","80846.6100000000",
"2019-07-12 00:00","272.196206","202772.4100000000",
"2019-07-13 00:00","239.807859","187636.0500000000",
"2019-07-14 00:00","229.949112","139381.5200000000",
"2019-07-15 00:00","222.146136","189144.7600000000",
"2019-07-16 00:00","215.158092","174347.9800000000",
"2019-07-17 00:00","223.837185","154540.9300000000",
"2019-07-18 00:00","219.970908","157967.1200000000",
"2019-07-19 00:00","228.522555","151575.2000000000",
"2019-07-20 00:00","224.334508","148755.1800000000",
"2019-07-21 00:00","218.338713","152617.0600000000",
"2019-07-22 00:00","213.174683","144244.7800000000",
"2019-07-23 00:00","217.05058","149216.8600000000",
"2019-07-24 00:00","224.411863","180898.8900000000",
"2019-07-25 00:00","220.416665","160785.6700000000",
"2019-07-26 00:00","210.284966","154910.0800000000",
"2019-07-27 00:00","214.261265","131533.5100000000",
"2019-07-28 00:00","211.275162","149044.9300000000",
"2019-07-29 00:00","213.80857","148946.5400000000",
"2019-07-30 00:00","215.989517","144849.1800000000",
"2019-07-31 00:00","213.988181","173418.4500000000",
"2019-08-01 00:00","220.563601","120617.4600000000",
"2019-08-02 00:00","222.494399","90308.7200000000",
"2019-08-03 00:00","220.441708","153552.7000000000",
"2019-08-04 00:00","230.320076","167935.2500000000",
"2019-08-05 00:00","229.200377","158396.8800000000",
"2019-08-06 00:00","223.880357","157613.2800000000",
"2019-08-07 00:00","223.768844","163482.5500000000",
"2019-08-08 00:00","211.6105","146209.5000000000",
"2019-08-09 00:00","205.276508","151049.7600000000",
"2019-08-10 00:00","211.33601","139070.9100000000",
"2019-08-11 00:00","211.778739","146017.2700000000",
"2019-08-12 00:00","206.359584","143267.1200000000",
"2019-08-13 00:00","206.042685","150392.3000000000",
"2019-08-14 00:00","184.654374","119214.4300000000",
"2019-08-15 00:00","183.936404","129626.5700000000",
"2019-08-18 00:00","200.744772","70787.0300000000",
"2019-08-19 00:00","197.340342","144190.9900000000",
"2019-08-20 00:00","184.866479","132515.3500000000",
"2019-08-21 00:00","191.444291","117935.6300000000",
"2019-08-22 00:00","191.931476","144855.9000000000",
"2019-08-23 00:00","188.037839","120718.2800000000",
"2019-08-24 00:00","189.136394","122098.3200000000",
"2019-08-25 00:00","190.458195","141262.1400000000",
"2019-08-26 00:00","188.067131","127683.1600000000",
"2019-08-27 00:00","188.232301","143404.1500000000",
"2019-08-28 00:00","168.909171","125102.9300000000",
"2019-08-29 00:00","170.11828","129094.2800000000",
"2019-08-30 00:00","169.93247","120431.6100000000",
"2019-08-31 00:00","170.507929","125195.1900000000",
"2019-09-01 00:00","173.713949","126363.6800000000",
"2019-09-02 00:00","181.84137","116825.1600000000",
"2019-09-03 00:00","177.35518","116486.1900000000",
"2019-09-04 00:00","171.147639","123761.9700000000",
"2019-09-05 00:00","175.819302","134134.0900000000",
"2019-09-06 00:00","173.649796","122443.5300000000",
"2019-09-07 00:00","180.274539","124942.7500000000",
"2019-09-08 00:00","181.373282","112718.1400000000",
"2019-09-09 00:00","179.528371","125930.1400000000",
"2019-09-10 00:00","176.460445","116222.3400000000",
"2019-09-11 00:00","179.712929","132565.6100000000",
"2019-09-12 00:00","178.422907","129398.5800000000",
"2019-09-13 00:00","184.276859","129775.3400000000",
"2019-09-14 00:00","188.059801","138080.5300000000",
"2019-09-15 00:00","189.701044","152379.6700000000",
"2019-09-16 00:00","200.884022","134200.7700000000",
"2019-09-17 00:00","212.647729","152361.4700000000",
"2019-09-18 00:00","208.669438","152319.9300000000",
"2019-09-19 00:00","215.931828","158821.6800000000",
"2019-09-20 00:00","216.865112","162665.9900000000",
"2019-09-21 00:00","210.381708","139647.4500000000",
"2019-09-22 00:00","209.202655","157532.9500000000",
"2019-09-23 00:00","191.881675","146501.9900000000",
"2019-09-24 00:00","168.706908","132149.1900000000",
"2019-09-25 00:00","166.019013","111716.8700000000",
"2019-09-26 00:00","163.707113","116042.0400000000",
"2019-09-27 00:00","170.661308","109683.8200000000",
"2019-09-28 00:00","166.311168","122823.4400000000",
"2019-09-29 00:00","177.572785","109706.7800000000",
"2019-09-30 00:00","177.014201","125007.8600000000",
"2019-10-01 00:00","175.825473","118184.6200000000",
"2019-10-02 00:00","172.861192","118559.7700000000",
"2019-10-03 00:00","174.784992","108079.7100000000",
"2019-10-04 00:00","173.58023","112813.7500000000",
"2019-10-05 00:00","173.866931","113851.5400000000",
"2019-10-06 00:00","176.66559","111345.0500000000",
"2019-10-07 00:00","179.301915","115639.5000000000",
"2019-10-08 00:00","190.216889","123923.3400000000",
"2019-10-09 00:00","191.378949","119600.1800000000",
"2019-10-10 00:00","184.276292","127213.3500000000",
"2019-10-11 00:00","183.286754","116967.8600000000",
"2019-10-12 00:00","183.750214","120410.9500000000",
"2019-10-13 00:00","182.603623","113462.4800000000",
"2019-10-14 00:00","182.337859","128921.9700000000",
"2019-10-15 00:00","174.127706","115977.2800000000",
"2019-10-16 00:00","176.939923","119763.3000000000",
"2019-10-17 00:00","172.73723","108400.6000000000",
"2019-10-18 00:00","173.971248","106011.0300000000",
"2019-10-19 00:00","172.970608","106880.7600000000",
"2019-10-20 00:00","174.264196","103269.4300000000",
"2019-10-21 00:00","172.4436556009","104531.5600000000",
"2019-10-22 00:00","158.999916212","105846.3400000000",
"2019-10-23 00:00","161.7171852843","106078.0600000000",
"2019-10-24 00:00","167.8643838103","105470.4300000000",
"2019-10-25 00:00","180.9500522459","114902.2400000000",
"2019-10-26 00:00","183.0138996809","101386.9600000000",
"2019-10-27 00:00","182.5761217521","117434.8900000000",
"2019-10-28 00:00","185.2422220183","122136.1100000000",
"2019-10-29 00:00","181.3801673333","126919.9200000000",
"2019-10-30 00:00","182.1958649131","119145.5600000000",
"2019-10-31 00:00","181.0742779497","119309.9200000000",
"2019-11-01 00:00","183.8945035375","123623.0100000000",
"2019-11-02 00:00","182.1535706169","109764.7200000000",
