date,transaction_vol
2017-05-07 00:00,117509.0000000000
2017-05-08 00:00,112933.0000000000
2017-05-09 00:00,109673.0000000000
2017-05-10 00:00,117189.0000000000
2017-05-11 00:00,107241.0000000000
2017-05-12 00:00,101332.0000000000
2017-05-13 00:00,101348.0000000000
2017-05-14 00:00,122792.0000000000
2017-05-15 00:00,116341.0000000000
2017-05-16 00:00,140135.0000000000
2017-05-17 00:00,137409.0000000000
2017-05-18 00:00,161568.0000000000
2017-05-19 00:00,130912.0000000000
2017-05-20 00:00,149699.0000000000
2017-05-21 00:00,176255.0000000000
2017-05-22 00:00,187121.0000000000
2017-05-23 00:00,187293.0000000000
2017-05-24 00:00,183010.0000000000
2017-05-25 00:00,169818.0000000000
2017-05-26 00:00,149450.0000000000
2017-05-27 00:00,155271.0000000000
2017-05-28 00:00,158547.0000000000
2017-05-29 00:00,193618.0000000000
2017-05-30 00:00,214126.0000000000
2017-05-31 00:00,199160.0000000000
2017-06-01 00:00,194911.0000000000
2017-06-02 00:00,175666.0000000000
2017-06-03 00:00,180136.0000000000
2017-06-04 00:00,190305.0000000000
2017-06-05 00:00,200523.0000000000
2017-06-06 00:00,207180.0000000000
2017-06-07 00:00,187700.0000000000
2017-06-08 00:00,215831.0000000000
2017-06-09 00:00,213356.0000000000
2017-06-10 00:00,240490.0000000000
2017-06-11 00:00,292941.0000000000
2017-06-12 00:00,280054.0000000000
2017-06-13 00:00,250410.0000000000
2017-06-14 00:00,261617.0000000000
2017-06-15 00:00,248003.0000000000
2017-06-16 00:00,242022.0000000000
2017-06-17 00:00,245957.0000000000
2017-06-18 00:00,286209.0000000000
2017-06-19 00:00,308488.0000000000
2017-06-20 00:00,221289.0000000000
2017-06-21 00:00,284225.0000000000
2017-06-22 00:00,276012.0000000000
2017-06-23 00:00,250570.0000000000
2017-06-24 00:00,231135.0000000000
2017-06-25 00:00,316788.0000000000
2017-06-26 00:00,252995.0000000000
2017-06-27 00:00,274241.0000000000
2017-06-28 00:00,263791.0000000000
2017-06-29 00:00,252652.0000000000
2017-06-30 00:00,240465.0000000000
2017-07-01 00:00,248617.0000000000
2017-07-02 00:00,302032.0000000000
2017-07-03 00:00,281465.0000000000
2017-07-04 00:00,271606.0000000000
2017-07-05 00:00,258791.0000000000
2017-07-06 00:00,295389.0000000000
2017-07-07 00:00,248142.0000000000
2017-07-08 00:00,225189.0000000000
2017-07-09 00:00,302633.0000000000
2017-07-10 00:00,291677.0000000000
2017-07-11 00:00,283828.0000000000
2017-07-12 00:00,260745.0000000000
2017-07-13 00:00,249381.0000000000
2017-07-14 00:00,231961.0000000000
2017-07-15 00:00,249138.0000000000
2017-07-16 00:00,248473.0000000000
2017-07-17 00:00,271055.0000000000
2017-07-18 00:00,270122.0000000000
2017-07-19 00:00,250065.0000000000
2017-07-20 00:00,232560.0000000000
2017-07-21 00:00,205574.0000000000
2017-07-22 00:00,260490.0000000000
2017-07-23 00:00,263095.0000000000
2017-07-24 00:00,242956.0000000000
2017-07-25 00:00,223010.0000000000
2017-07-26 00:00,225435.0000000000
2017-07-27 00:00,246494.0000000000
2017-07-28 00:00,198773.0000000000
2017-07-29 00:00,206624.0000000000
2017-07-30 00:00,250090.0000000000
2017-07-31 00:00,218582.0000000000
2017-08-01 00:00,231068.0000000000
2017-08-02 00:00,236335.0000000000
2017-08-03 00:00,257160.0000000000
2017-08-04 00:00,261400.0000000000
2017-08-05 00:00,265127.0000000000
2017-08-06 00:00,281172.0000000000
2017-08-07 00:00,318866.0000000000
2017-08-08 00:00,280308.0000000000
