date,mining_vol
2017-06-19 00:00,25633.0000000000
2017-06-20 00:00,25473.0000000000
2017-06-21 00:00,25479.0000000000
2017-06-22 00:00,24988.0000000000
2017-06-23 00:00,25409.0000000000
2017-06-24 00:00,25113.0000000000
2017-06-25 00:00,25778.0000000000
2017-06-26 00:00,25401.0000000000
2017-06-27 00:00,25654.0000000000
2017-06-28 00:00,25678.0000000000
2017-06-29 00:00,25601.0000000000
2017-06-30 00:00,25428.0000000000
2017-07-01 00:00,25551.0000000000
2017-07-02 00:00,25762.0000000000
2017-07-03 00:00,25848.0000000000
2017-07-04 00:00,25410.0000000000
2017-07-05 00:00,25605.0000000000
2017-07-06 00:00,25854.0000000000
2017-07-07 00:00,25862.0000000000
2017-07-08 00:00,25788.0000000000
2017-07-09 00:00,23292.0000000000
2017-07-10 00:00,22944.0000000000
2017-07-11 00:00,22932.0000000000
2017-07-12 00:00,22937.0000000000
2017-07-13 00:00,22837.0000000000
2017-07-14 00:00,23350.0000000000
2017-07-15 00:00,23198.0000000000
2017-07-16 00:00,22627.0000000000
2017-07-17 00:00,23228.0000000000
2017-07-18 00:00,23564.0000000000
2017-07-19 00:00,23472.0000000000
2017-07-20 00:00,23071.0000000000
2017-07-21 00:00,23514.0000000000
2017-07-22 00:00,23637.0000000000
2017-07-23 00:00,23266.0000000000
2017-07-24 00:00,23837.0000000000
2017-07-25 00:00,23596.0000000000
2017-07-26 00:00,23482.0000000000
2017-07-27 00:00,23576.0000000000
2017-07-28 00:00,23663.0000000000
2017-07-29 00:00,23777.0000000000
2017-07-30 00:00,22962.0000000000
2017-07-31 00:00,20739.0000000000
2017-08-01 00:00,20494.0000000000
2017-08-02 00:00,20160.0000000000
2017-08-03 00:00,20465.0000000000
2017-08-04 00:00,20448.0000000000
2017-08-05 00:00,20450.0000000000
2017-08-06 00:00,20839.0000000000
2017-08-07 00:00,20851.0000000000
2017-08-08 00:00,20881.0000000000
