date,activate_address
2017-07-11 00:00,153563.0000000000
2017-07-12 00:00,147787.0000000000
2017-07-13 00:00,131960.0000000000
2017-07-14 00:00,122185.0000000000
2017-07-15 00:00,136264.0000000000
2017-07-16 00:00,137826.0000000000
2017-07-17 00:00,152068.0000000000
2017-07-18 00:00,145157.0000000000
2017-07-19 00:00,146804.0000000000
2017-07-20 00:00,135560.0000000000
2017-07-21 00:00,117251.0000000000
2017-07-22 00:00,154717.0000000000
2017-07-23 00:00,138756.0000000000
2017-07-24 00:00,141120.0000000000
2017-07-25 00:00,125919.0000000000
2017-07-26 00:00,128889.0000000000
2017-07-27 00:00,135197.0000000000
2017-07-28 00:00,106916.0000000000
2017-07-29 00:00,122877.0000000000
2017-07-30 00:00,150913.0000000000
2017-07-31 00:00,127318.0000000000
2017-08-01 00:00,132731.0000000000
2017-08-02 00:00,133223.0000000000
2017-08-03 00:00,136686.0000000000
2017-08-04 00:00,136120.0000000000
2017-08-05 00:00,151509.0000000000
2017-08-06 00:00,160451.0000000000
2017-08-07 00:00,171922.0000000000
2017-08-08 00:00,157363.0000000000
